Id,SalePrice
2534,250874.8
2537,223901.39
2539,186086.12
2540,163199.61
2544,124129.74
2546,140452.3
2550,392147.44
2552,132659.95
2556,99934.58
2557,111748.484
2565,165329.45
2568,204416.14
2569,235132.61
2571,199153.77
2573,246823.48
2574,266545.1
2581,153534.38
2585,189843.31
2586,204550.56
2587,191324.06
2591,176323.8
2592,220178.89
2593,260567.67
2594,196556.7
2595,208261.17
2596,313491.8
2597,196781.27
2599,365707.6
2600,199732.77
2608,177363
2611,127145.76
2612,164565.53
2613,141582.39
2614,120103.875
2615,149248.72
2616,135974.89
2617,212201.42
2618,264508.7
2619,203792.8
2626,165174.8
2634,458030.75
2640,143260.11
2641,114734.164
2649,138359.64
2653,263747.1
2654,262188.53
2655,423602.2
2661,341333.75
2662,412393.44
2665,305648.22
2669,174347.47
2687,320572
2688,198750.73
2689,194114.55
2692,163338.44
2693,204999.7
2694,142451.94
2702,129359.18
2704,139585.05
2705,117325.086
2706,109841.125
2707,130836.54
2708,132633.17
2709,114854.76
2710,125808.44
2718,215463.14
2720,166995.73
2721,136012.64
2723,128374.85
2725,135293.52
2728,166490.12
2730,142943.1
2732,124622.445
2733,160245.03
2734,147812.2
2735,128809.56
2737,121919.375
2740,155676.39
2741,150097.92
2742,187274.58
2744,138104.69
2745,128428.89
2746,125176.04
2747,159789.83
2749,134891.73
2750,131973.5
2751,133819
2753,168198.23
2762,139232.33
2763,184917.66
2764,155910.05
2769,118036.45
2770,144622.62
2771,130138.12
2782,109206.97
2791,115656.62
2804,145274.02
2807,167743.17
2808,147849.25
2810,127723.945
2811,169027.05
2816,268200.88
2817,175038.95
2820,142693.89
2825,148930.17
2826,136011.31
2831,165019.58
2832,227991
2833,299335.38
2835,209330.19
2837,190324.89
2838,170485.47
2840,198293.88
2845,133331.06
2848,211207.84
2855,205902.69
2858,204546.56
2861,150686.75
2863,135127.7
2870,130697.27
2897,211977.83
2899,209343.4
2901,235494.72
2902,219716.22
2903,365844.28
2904,355445.12
2905,114099.85
2908,143228.88
2912,156532.38
2917,169368.06
1492,94227.34
1527,120573.8
1532,100543.88
1537,81006.28
1544,93820.33
1551,130899.59
1567,98592.38
1586,86565.875
1592,125976.79
1593,128051.15
1601,73186.414
1603,128228.79
1777,114653.78
1785,100796.41
1788,59840.32
1789,92457.76
1790,104546.33
1814,103807.47
1815,46259.96
1816,97080.1
1820,76490.44
1823,41230.03
1824,160210.4
1827,97154.195
1829,137728.97
1899,148136.2
1914,84894.74
1916,84634.195
2071,89863.84
2089,96646.07
2094,98208.46
2096,64601.52
2110,134497.61
2116,156866.31
2123,117641.15
2129,136751.52
2133,136287.39
2135,94152.83
2152,157218.06
2197,111259.586
2198,161626.3
2211,112906.65
2215,108351.2
2439,112137.73
2441,117473.766
2442,92273.26
2443,128114.38
2499,113929.1
2559,110322.26
2578,88888.445
2582,136605.75
2731,129514.58
2752,208049.8
2756,86023.586
2757,69006.01
2780,106262.42
2781,81636.97
2786,92251
2788,80350.37
2796,93550.01
2800,59696.926
2801,124693.31
2805,118985.28
2806,105350.43
2815,97361.875
2872,50952.938
2887,103141.72
2889,92061.5
2890,86989.59
2892,59790.56
2455,170774.6
2555,118177.16
1534,132378.31
2080,117044.66
2119,120728.44
2398,118837.37
2459,113737.38
2468,102594.625
1508,194949.47
1515,189343.11
1516,190199.17
1523,121073.53
1528,129674.75
1531,179375.73
1535,161529.17
1536,100281.36
1542,157777.86
1545,108838.875
1546,156961.48
1547,173264.5
1548,151631.73
1549,106757.92
1550,141057.27
1552,153754.42
1556,103350.84
1558,110802.98
1569,150485.58
1571,147337.27
1578,139245.8
1589,109514.06
1595,112880.56
1596,280933.88
1602,112690.125
1622,149361.5
1786,145114.97
1797,112771.91
1801,137977.44
1802,127247.23
1806,120458.76
1808,127226.8
1812,115254.73
1813,119869.64
1821,98789.97
1826,125785.68
1828,133038.6
1836,120834.97
1842,98365.07
1896,138843.6
1897,157740.02
1901,170252.3
1906,195699.97
2023,150617.92
2070,103419.71
2072,152034.2
2079,140127.67
2081,127586.76
2083,132095.38
2087,133432.1
2092,130314.35
2093,95997.13
2097,119147.266
2098,142066.5
2103,89629.66
2111,177979.38
2112,138749.14
2113,129783.61
2115,153031.97
2117,150307.2
2118,143317.33
2120,127542.69
2122,115059.65
2124,169353.39
2126,158330.8
2128,127072.37
2131,157899.83
2132,122252.39
2134,118445.83
2148,138690.67
2151,130074.1
2193,93735.63
2194,108170.85
2201,138640.25
2204,198058.17
2205,133484.58
2208,273072.7
2212,129155.55
2213,106137.26
2216,159486.05
2219,98565.63
2400,56128.047
2419,133360.23
2423,127571.63
2424,151856.66
2426,130966.375
2440,113511.12
2444,117457.414
2445,92587.95
2450,149826.77
2456,150764.02
2457,132580.31
2460,157036.8
2461,136414.44
2462,128451.61
2463,128735.8
2465,158119.38
2466,121553.08
2469,88116.6
2472,172226.25
2474,108579.484
2488,165703.45
2497,162381.11
2502,175354.53
2503,104319.516
2504,212004.33
2545,138507.52
2560,153128.61
2566,152530.66
2575,127417.336
2576,115925.45
2579,70089.56
2755,133989.31
2758,109450.16
2760,148600.17
2766,135813.25
2774,136769.36
2775,142068.84
2776,129322.75
2785,136314.05
2787,124344.72
2792,82665.44
2794,97555.984
2795,123740.01
2797,210138.44
2798,144318.27
2802,117778.39
2821,127181.44
2827,174480.77
2867,131080.89
2868,121527.35
2869,136112
2871,85704.6
2873,118565.18
2874,128083.266
2879,153647.95
2880,101578.81
2881,157949.89
2882,181027.11
2883,199796.23
2888,125652.766
2891,141103.31
2894,112165.08
1463,198946.94
1464,198750.4
1466,190091.1
1468,182633.72
1476,375832.03
1481,300393.9
1486,211467.16
1487,306452
1491,213729.45
1494,333384.8
1495,295280.84
1504,260011.92
1507,285069.3
1509,156268.5
1565,176538.97
1568,282791.28
1576,260395.72
1580,215388.5
1584,246804.73
1605,270676.78
1610,164987.8
1621,151231.36
1624,232560.94
1627,194163.53
1628,279475.44
1634,204263.72
1635,204277.52
1637,213932.53
1638,194101.88
1640,241579.39
1642,236798
1643,231974.8
1644,271534.84
1661,519150.3
1662,400943.16
1667,403577.75
1673,295166.1
1684,197871.88
1685,180706.47
1688,204371.6
1689,197354.06
1690,207102.14
1691,205652.8
1692,282075.22
1694,197749.73
1696,310292.22
1698,373910.62
1700,264381.44
1701,291168.84
1711,258228.78
1715,225571.8
1719,218657.77
1725,254230.75
1726,199519.14
1728,215099.06
1729,168215.72
1738,245582.95
1747,209271.42
1748,227145.11
1751,255487.44
1754,195336.25
1762,171589.08
1780,165205.95
1783,150519.31
1803,193462.44
1851,176630.47
1856,245218.4
1872,182923.8
1873,260236.27
1876,220740.84
1882,270052.25
1883,197401.22
1884,215795.19
1889,183091.52
1917,275009.62
1923,200666.4
1925,220606.86
1932,148154.44
1933,194166.56
1934,182903.2
1935,182207.53
1936,184325.27
1937,185264.92
1941,191637.95
1942,176103.19
1944,391275.47
1954,205792.3
1955,139955.9
1956,424346.16
1958,325856.88
1970,403183.94
1971,470261.1
1972,409201.62
1973,253053.06
1974,352221.3
1977,392012.97
1978,370363.38
1988,188918.53
1989,198961.08
1990,224548.47
1992,225887.75
1993,179334.62
1994,241584.1
1995,195860.84
1997,309104.25
1999,279772.25
2000,328418.66
2001,309409.53
2003,241135.52
2004,271595.28
2009,235169.89
2010,207023.72
2013,193527.47
2014,206203.17
2015,194377.9
2016,208065.92
2017,206715.38
2024,292383.97
2025,379435.2
2035,222828.89
2040,306454.6
2042,221759.2
2047,155929.5
2050,179494.45
2058,236329.81
2127,146574.33
2155,154151.19
2156,289594.66
2158,241650.66
2160,188269.64
2168,216097.28
2169,202565.23
2170,215909.88
2174,234417.5
2175,280616.28
2177,255284.05
2178,224279.36
2188,145728.64
2224,224297.89
2229,242720.25
2231,240476.31
2255,203738.7
2256,178494.56
2257,223217.48
2259,185091.36
2263,390099.9
2270,208961.17
2272,233231.81
2277,226812.03
2290,410479.4
2291,341102.28
2294,414246.78
2296,278797.94
2297,364249.6
2299,398855.6
2300,355847.22
2301,333194.28
2304,233678.38
2312,196302.75
2313,175702.05
2314,168186.92
2315,195768.17
2316,216927.34
2318,180938.92
2319,178871.86
2327,204511.9
2328,225655.92
2329,204376.77
2330,200616.44
2331,370413.12
2332,426191.2
2333,313771.25
2334,252686.03
2335,291975.38
2336,308931.34
2344,220827.39
2345,236402.84
2348,237908.34
2349,187889.6
2350,327131.22
2353,285536.03
2358,210273.31
2362,312505.03
2373,307784.97
2374,336826.62
2379,238252
2384,274786.84
2395,211107.84
2471,228082.56
2487,262038.86
2505,252873.78
2512,205620.5
2513,244393.52
2516,193708.67
2519,228693.53
2520,234961.83
2521,210294.67
2522,242770
2532,243241.58
2533,199002.38
2535,311975.94
2536,278715.44
2538,196210.92
2541,193949.1
2542,173360.33
2549,170154.44
2598,307667.28
2609,178154.27
2620,180456.03
2621,189818.14
2622,192972
2623,272804
2624,330847.88
2628,468435.66
2629,473048.3
2630,386112.25
2631,519615.7
2632,416965.38
2636,177452.25
2638,294682.72
2652,427248.75
2656,382589.9
2657,397006.56
2658,358938.56
2659,316154.3
2660,412025.72
2663,285287.2
2667,177210.64
2668,169274.06
2670,312323.6
2671,189376.16
2676,186551.61
2677,203536.61
2678,270146.94
2679,265202.1
2680,303618.4
2681,447584.53
2682,355712.94
2683,559241.9
2684,317663.34
2685,385621.88
2686,264568.56
2690,450615.12
2691,208460.19
2695,208852.52
2696,197314.22
2697,187630.42
2698,214553.53
2701,172097.25
2712,446312.28
2717,178610.03
2722,182874.88
2729,147470.64
2736,155671.1
2765,289173.5
2828,270127.4
2830,217673.78
2834,231580.31
2836,207430.69
2839,190078.8
2841,208812.28
2842,245393.16
2843,150996.61
2846,206910.1
2847,217535
2849,204869.45
2850,276717.75
2851,240665.02
2852,247886.95
2853,298992.22
2856,205065.6
2857,192876.03
2862,195101.22
2864,284135.97
2886,227876.45
2919,245225.4
1538,159439.45
1539,208396.55
1541,158567.94
1553,121367.67
1554,124087.9
1559,92854.836
1784,94337.164
1787,142051.36
1809,108099.54
1810,142914.33
1817,110119.07
1818,165452.9
1819,136134
1822,140976.73
1825,141959.2
1830,136731.12
1831,151851.48
1833,147990.73
1834,126265.7
1857,175389.58
1898,132646.4
1900,126268.414
1913,166010.03
2054,99745.445
2088,112923.25
2105,135591.17
2106,78140.59
2107,246724.39
2114,132955.94
2125,141262.39
2130,161116.92
2200,149170.05
2202,192476.17
2203,143219.22
2207,214851.58
2218,106879.21
2220,156004.38
2251,136535.94
2425,279500
2427,132843.4
2446,138508.58
2447,179340.77
2448,146093.27
2449,120914.51
2451,131513.83
2458,156648.08
2464,177537.06
2467,142150.47
2475,215617.94
2561,132311.69
2562,139974.89
2563,123982.01
2564,179407.16
2577,148194.16
2759,148746.06
2773,150622.86
2777,132059.27
2778,96925.61
2783,94902.24
2793,128792.27
2799,107783.26
2822,190426.61
2859,159553.86
2876,159641
2877,128114.89
2878,168342.73
2884,207722.03
2885,172228.98
1543,244780.28
1996,264392.16
2090,131065.92
2102,132080.94
2452,170101.64
2789,146665.48
2823,374776.16
1485,192350.22
1513,144750.48
1590,120592.44
1598,211515.05
1606,140252.83
1629,167283.84
1633,178116.02
1687,172740.69
1693,168559.7
1695,179005.2
1697,174102.4
1746,188259.61
1763,152658.17
1800,115121.85
1845,129674.52
1846,145009.2
1847,177633.97
1854,179750.44
1855,147286.67
1911,195533.62
1924,279329.44
1930,96063.69
2043,173230.92
2139,129525.35
2149,138798.66
2159,218057.05
2164,222340.9
2187,154079.1
2196,131404.22
2214,153898.6
2230,155922.38
2253,187105.31
2254,171284.56
2276,175244.95
2323,167462.67
2324,196134.56
2326,175106
2394,134010.06
2405,145791.56
2428,182451.28
2454,121458.484
2470,205710.19
2480,136630.42
2524,147026.83
2525,138055.22
2547,145961.89
2588,129456.11
2607,206183.03
2639,182385.08
2711,400777.5
2726,138200.67
2739,159263.12
2743,158243.05
2748,114877.18
2761,140632.16
2809,143868.22
2812,155862.98
2824,148224.14
2844,153473.22
2900,164323.78
1517,124639.7
1579,147322.06
1755,158530.67
1837,107244.984
1844,127496.27
1918,141308.28
1919,183537.4
1929,107682.43
1931,140588.31
2138,128869.92
2141,146354.34
2143,146508.22
2185,119406.63
2241,144986.7
2380,160540.22
2404,141900.36
2438,123509.42
2478,158730.27
2543,101983.695
2584,157381.05
2589,146493.62
2606,132929.5
2610,113311.86
2635,146893.75
2637,181081.83
2724,117819.74
2818,132331.83
2918,110085.836
1514,153069.86
1518,139934.3
1561,137914.17
1564,153844.45
1594,159779.9
1597,203944.7
1607,177734.64
1620,203418.14
1730,161122.2
1774,144260.83
1791,197213.77
1804,124013.69
1807,116051
1832,164445.34
1840,151978.22
1841,145412.86
1858,144607.66
1859,144752.52
1860,164282.1
1861,147125.17
1862,380625.78
1863,369938.72
1864,370027.2
1894,103946.78
1903,233346.33
1959,160191.98
2046,142381.73
2049,151737.33
2068,161199.81
2082,149609.03
2154,92116.29
2180,192811.12
2190,65276.77
2191,69994.086
2199,196380.38
2225,149932.45
2238,208249.62
2388,108705.98
2403,135021.67
2415,129974.45
2548,178548.39
2553,71539.445
2554,94373.586
2558,164886.52
2703,121472.82
2738,150250.45
2767,65930.54
2768,113752.195
2790,82749.99
2803,151377.95
2813,193283.69
2814,164933.98
2829,191449.98
2860,109208.625
2898,155519.34
2906,195895.3
2909,155960.66
1465,182056.06
1471,216615.72
1475,116048.21
1482,193200.02
1484,163679.02
1496,229405.3
1585,140638.39
1599,161754.78
1600,156615.88
1604,265723.78
1614,127066.52
1630,323492.28
1631,198108.11
1632,190876.45
1655,125721.43
1659,105443.86
1675,193992.02
1676,191107.64
1677,197322.55
1680,340195.53
1681,225620.22
1683,144358.56
1686,158711.75
1727,145244.94
1740,234317.48
1741,218402.66
1853,139155.16
1915,329736.34
1939,226211.66
1940,182908.12
1943,188550.89
1947,287067.16
1966,127725.57
1979,329866.66
1980,158371.1
1981,329122.2
1982,201380.64
1983,172555.95
1985,214786.16
1986,182778.17
1991,192637.47
2026,160912.53
2030,278759.4
2031,231241.17
2032,279445.25
2033,242045.77
2039,203772.97
2179,124467.375
2221,338602.72
2222,278879.28
2227,202778.5
2240,136926.5
2242,113907.484
2261,172987.22
2262,172600.31
2266,287230.12
2281,167439.16
2282,177723.31
2285,121422.836
2305,178970.66
2306,177415.83
2307,189777.7
2308,196090.6
2309,271474.97
2310,178964.67
2311,179471.97
2321,228563.11
2365,203980.44
2366,183865.81
2367,200096.05
2368,207350.98
2369,183047.67
2375,239286.98
2500,109703.83
2572,140107.69
2583,259260.92
2590,212707.02
2601,154552.97
2627,149203.84
2633,284248.22
2642,170649.1
2648,124705.32
2650,104666.3
2664,264691.53
2666,271898.34
2672,173431.11
2673,207985.94
2674,181986.33
2675,150475
2699,160848.38
2700,137134.02
2713,153851.02
2854,144745.67
2895,304511.7
2896,277083.38
2819,164064.89
1472,117181.52
1473,108715.72
1474,136003.47
1497,168020.3
1498,169025.66
1499,187611.4
1500,175644.17
1501,170412.5
1502,161308.66
1615,91518.836
1616,89045.01
1617,99307.92
1652,94656.875
1653,105110.195
1654,128398.55
1656,130119.79
1657,134160.4
1658,130556.05
1739,259408.48
1742,177009.48
1743,173565.9
1908,101709.29
1909,135342.16
1910,127851.34
1962,100241.164
1963,100224.914
1964,107648.305
1965,131968.64
1984,152999.84
2027,165911.67
2028,155295.66
2029,166278.64
2034,179489.7
2036,196589.62
2037,197353.3
2038,331169.94
2210,118803.97
2243,121815.7
2247,114322.695
2283,103571.664
2284,116101.055
2359,120836.266
2370,176487.72
2371,165229.66
2570,118919.11
2602,91141.29
2604,88966.84
2605,118872.12
2625,274845.56
2643,102085.22
2644,109392.16
2645,107386.42
2646,96859.59
2647,104206.09
2651,141064.98
2714,147982.89
2715,164064.14
2716,151682.72
2866,144013.83
2907,103843.055
2911,99093.25
2913,101699.13
2914,93950.23
2915,88052.016
2916,97142.48
1891,120598.99
2244,102677.46
2245,93008.23
2551,119936.61
2603,87687.4
2865,122347.33
2910,88135.76
1526,98130.94
1540,112084.79
1557,83441.336
1560,146126.9
1811,114300.28
1835,164215.7
1838,140125.11
2020,100039.53
2091,98510.47
2095,124957.3
2101,110757.945
2104,125261.57
2136,63502.496
2144,115714.445
2147,134171.39
2192,78811.52
2265,158452.94
2473,111750.266
2476,95560.34
2477,120879.72
2482,126579.73
2567,124347.14
2580,130718.13
2719,141765.88
2727,159156.33
2754,275414.53
2772,125993.25
2779,110896.945
2784,115790.61
2875,125758.44
2893,88556.85
